iter	Logloss
329	0.2559576393
330	0.2556994217
331	0.2552544944
332	0.2550336237
333	0.2549204203
334	0.2543646653
335	0.2539339138
336	0.2535726583
337	0.2532985001
338	0.2529365348
339	0.2525726652
340	0.2521176065
341	0.2514492885
342	0.2510197675
343	0.2506053698
344	0.2501256317
345	0.2496487842
346	0.2494043958
347	0.2487797658
348	0.2486233928
349	0.2484651288
350	0.2480231169
351	0.247610495
352	0.2470120254
353	0.2467717581
354	0.2463757977
355	0.2459145037
356	0.245409958
357	0.2451944171
358	0.244790835
359	0.2441838389
360	0.2436792445
361	0.2432444821
362	0.2427845853
363	0.2422846255
364	0.2418025951
365	0.2416473653
366	0.2413039668
367	0.2411557808
368	0.2406905667
369	0.2401079218
370	0.2397363977
371	0.2392783409
372	0.2390035812
373	0.2385769612
374	0.2384082019
375	0.2379856468
376	0.2375961003
377	0.2372063389
378	0.2367617004
379	0.2361908677
380	0.2358039322
381	0.2353336536
382	0.2349161566
383	0.2344216193
384	0.2338475576
385	0.2334548192
386	0.2331756055
387	0.2327514408
388	0.2324070273
389	0.2319836823
390	0.2317673575
391	0.2313287713
392	0.2311665603
393	0.230957561
394	0.2305873667
395	0.2304032398
396	0.2298829863
397	0.2294026559
398	0.2290436667
399	0.2289290339
400	0.2283887196
401	0.2279753333
402	0.227583119
403	0.2273770273
404	0.2271163666
405	0.2266668618
406	0.2263185254
407	0.2261057422
408	0.2258531877
409	0.2254889796
410	0.2251141496
411	0.224896081
412	0.2245859282
413	0.2242547232
414	0.2239604837
415	0.2234663233
416	0.223180457
417	0.2228959841
418	0.2225093431
419	0.2223144363
420	0.2221321536
421	0.2216557202
422	0.2213346924
423	0.2209541216
424	0.2206643708
425	0.2202852721
426	0.2200305887
427	0.2196608873
428	0.219449375
429	0.2192007931
430	0.2189340221
431	0.2184992574
432	0.2180159598
433	0.2176748561
434	0.2173754393
435	0.2171916229
436	0.2166205299
437	0.216401758
438	0.2159908175
439	0.2154924921
440	0.2150011649
441	0.2146586815
442	0.2142404329
443	0.2137416338
444	0.2134639208
445	0.2130229574
446	0.2127948624
447	0.2124653114
448	0.2122024503
449	0.2119728532
450	0.2117314329
451	0.2113581098
452	0.211060867
453	0.2106977987
454	0.2102729368
455	0.2098190669
456	0.2095100011
457	0.2091356787
458	0.2088191854
459	0.2085232774
460	0.2083220578
461	0.2080184891
462	0.2078000566
463	0.2075218434
464	0.2072538773
465	0.2069942766
466	0.2068805622
467	0.206545662
468	0.2064002747
469	0.2062185495
470	0.2059695477
471	0.2055618088
472	0.2052466005
473	0.2048555531
474	0.2045778819
475	0.2043157444
476	0.2039718318
477	0.2036605206
478	0.2033980641
479	0.2031338249
480	0.202932995
481	0.2027055018
482	0.2024359558
483	0.2020797532
484	0.2016044754
485	0.201384899
486	0.2010062145
487	0.2006859528
488	0.2005834018
489	0.200354066
490	0.2000837296
491	0.1996061859
492	0.1992519515
493	0.1988876553
494	0.1986908639
495	0.1984774042
496	0.1981337213
497	0.1979414313
498	0.1975564272
499	0.1973448649
500	0.1970519404
501	0.196900018
502	0.1965377621
503	0.1964276485
504	0.196206778
505	0.1958440986
506	0.1956532819
507	0.1954883746
508	0.1950935032
509	0.1949678056
510	0.1946634576
511	0.1944212298
512	0.1942535737
513	0.1940814828
514	0.1937015616
515	0.1934867097
516	0.1932268579
517	0.1930258722
518	0.1927562028
519	0.1924434789
520	0.1920988227
521	0.191963331
522	0.1918015337
523	0.1914111896
524	0.1913851642
525	0.190946997
526	0.1906290719
527	0.1905261761
528	0.1901356327
529	0.1899310971
530	0.1897549102
531	0.1895706486
532	0.1893607225
533	0.1890876266
534	0.1888786577
535	0.1886999957
536	0.1884355562
537	0.1881702811
538	0.1879724902
539	0.1878601199
540	0.1876080007
541	0.1875258997
542	0.1871229344
543	0.1868672497
544	0.1865262308
545	0.1862335621
546	0.1858133514
547	0.1856285243
548	0.1854207656
549	0.185196646
550	0.1849851805
551	0.1848235822
552	0.1844712932
553	0.1841361303
554	0.1839102669
555	0.1836881709
556	0.1833544435
557	0.1831723314
558	0.1830420322
559	0.1828935585
560	0.1826968907
561	0.1825721
562	0.1823477358
563	0.1821165696
564	0.1818139669
565	0.181463731
566	0.1813418102
567	0.1811476047
568	0.1808457803
569	0.1807441411
570	0.1805703177
571	0.1804205797
572	0.1800986846
573	0.1796415468
574	0.1793883051
575	0.1790950463
576	0.1787138227
577	0.1785257892
578	0.1783671152
579	0.1780967742
580	0.1778127985
581	0.1775155489
582	0.1773543575
583	0.1772664039
584	0.1770927761
585	0.1769159352
586	0.1767105985
587	0.1762893991
588	0.176086098
589	0.1756892958
590	0.1754717938
591	0.1754345923
592	0.1752362552
593	0.1750153118
594	0.1748471868
595	0.1745332302
596	0.1743129494
597	0.17404781
598	0.1738066425
599	0.1735327111
600	0.1733801197
601	0.1732049242
602	0.1730018302
603	0.1729867461
604	0.1727126893
605	0.1725258433
606	0.1722025866
607	0.1719459463
608	0.1718790228
609	0.1715025835
610	0.1713474038
611	0.1708554616
612	0.1707491456
613	0.170494921
614	0.1702796504
615	0.1699621737
616	0.1697626432
617	0.1694465528
618	0.1693054632
619	0.1691255968
620	0.1690644174
621	0.168796791
622	0.1685003651
623	0.1683967707
624	0.168114073
625	0.1679918899
626	0.1677544122
627	0.1674606037
628	0.1671339069
629	0.1668826066
630	0.1667359944
631	0.1665934191
632	0.1664165894
633	0.1661612318
634	0.1660502762
635	0.165846588
636	0.1657052084
637	0.1656530086
638	0.1653790568
639	0.1651435645
640	0.1650644989
641	0.1649399464
642	0.1646817396
643	0.164601792
644	0.1644210894
645	0.1642038371
646	0.1640085782
647	0.1637550642
648	0.1634635317
649	0.1633066198
650	0.1630971683
651	0.162710212
652	0.1625344524
653	0.162378705
654	0.1622005332
655	0.1619348548
656	0.1617565672
657	0.1613447883
658	0.161198033
659	0.1608703077
660	0.1605593794
661	0.1603253141
662	0.1600056441
663	0.1598312889
664	0.1596385925
665	0.1595140508
666	0.1593311744
667	0.1590596253
668	0.1589522832
669	0.1586594993
670	0.1584210492
671	0.1581604279
672	0.1579168592
673	0.1576901721
674	0.157449561
675	0.1573078044
676	0.1571949878
677	0.1569796941
678	0.1567265862
679	0.1566182338
680	0.1564237313
681	0.1561693389
682	0.1560627064
683	0.15595324
684	0.1556938199
685	0.1556325112
686	0.1554616264
687	0.1552504577
688	0.1550226399
689	0.1548907496
690	0.1548548856
691	0.1546491067
692	0.1544364974
693	0.1541425785
694	0.1539499582
695	0.1538199393
696	0.1535847734
697	0.1533867796
698	0.1532328552
699	0.1530076167
700	0.1528619562
701	0.1526519639
702	0.1525451191
703	0.1522953476
704	0.1521082294
705	0.1519610384
706	0.1518571796
707	0.1515452207
708	0.1513170831
709	0.1510599219
710	0.1509137646
711	0.1506495281
712	0.1504352982
713	0.1502672843
714	0.1501257681
715	0.1499339399
716	0.1498085039
717	0.149541948
718	0.1493912854
719	0.1491859198
720	0.1489601655
721	0.1488424407
722	0.1487322748
723	0.1485616264
724	0.148298818
725	0.1480493304
726	0.1479008205
727	0.1478447811
728	0.1476475651
729	0.1474625293
730	0.1473963881
731	0.1473162871
732	0.147195504
733	0.1471393086
734	0.1470876018
735	0.1469950356
736	0.1469374072
737	0.1467390553
738	0.1466789366
739	0.1464717664
740	0.1462411316
741	0.1459992939
742	0.1458097204
743	0.1455078719
744	0.1453281276
745	0.1451858789
746	0.1450845375
747	0.1449813572
748	0.1448664261
749	0.1448324103
750	0.1447154564
751	0.1445056503
752	0.1442085138
753	0.143973088
754	0.1437572416
755	0.1436134973
756	0.1434315862
757	0.1434107307
758	0.1432582908
759	0.143158604
760	0.1430017433
761	0.142848018
762	0.1426836223
763	0.1424614888
764	0.142240458
765	0.142156711
766	0.1419171154
767	0.141767242
768	0.141664454
769	0.1414944219
770	0.1412677738
771	0.1410967353
772	0.1410282629
773	0.140745541
774	0.1405731036
775	0.1404510845
776	0.1403495618
777	0.1402419628
778	0.1400378337
779	0.1399258427
780	0.1397379819
781	0.139605946
782	0.1395942308
783	0.1394209773
784	0.1391951513
785	0.1390599239
786	0.1388745313
787	0.1386706004
788	0.1384795951
789	0.1383387794
790	0.1382707254
791	0.1380899324
792	0.1379127426
793	0.1376305506
794	0.1375050173
795	0.1373513343
796	0.1372007252
797	0.1369490897
798	0.1368125951
799	0.1367157905
800	0.1365175006
801	0.1363542644
802	0.1361907962
803	0.1360518881
804	0.1358715907
805	0.1357713201
806	0.1356363787
807	0.1355780346
808	0.1354649089
809	0.1354031294
810	0.1352092885
811	0.135024984
812	0.1350079189
813	0.1348053581
814	0.1346392021
815	0.1344818044
816	0.1342754541
817	0.1341101301
818	0.133992639
819	0.1337228166
820	0.1334832611
821	0.1333423685
822	0.1332034208
823	0.1330515649
824	0.132864593
825	0.1327447034
826	0.1325890565
827	0.1324556564
828	0.132235899
829	0.1321687797
830	0.1320652144
831	0.1318767583
832	0.1317389336
833	0.1315204807
834	0.131350835
835	0.1312618192
836	0.1310342999
837	0.130899216
838	0.130711852
839	0.1305893285
840	0.1304909759
841	0.1303479987
842	0.1301698635
843	0.1300692312
844	0.1299863837
845	0.1299221604
846	0.1297030311
847	0.1294417682
848	0.129304411
849	0.1291212085
850	0.1289143577
851	0.1288353702
852	0.1286489993
853	0.1285083801
854	0.1284638628
855	0.1283917033
856	0.1282906749
857	0.1282370672
858	0.128113592
859	0.128002049
860	0.1278538758
861	0.1277234815
862	0.1276314495
863	0.1275187031
864	0.1273248979
865	0.1271131349
866	0.1269286127
867	0.1267988825
868	0.1265379131
869	0.1264372729
870	0.1262977719
871	0.1262046118
872	0.1260689359
873	0.1259640963
874	0.1258327202
875	0.1257438113
876	0.1256779752
877	0.1254951284
878	0.1252853407
879	0.1252464933
880	0.1251235678
881	0.1249097802
882	0.1248434073
883	0.1247036413
884	0.1245266061
885	0.1244080776
886	0.124138706
887	0.1240534915
888	0.1238153572
889	0.1236596265
890	0.1234300821
891	0.1232637394
892	0.1232254086
893	0.1230606151
894	0.122916196
895	0.1228086505
896	0.1227383471
897	0.1226319395
898	0.1224344048
899	0.1222783736
900	0.122126865
901	0.1220181525
902	0.1218786668
903	0.1216968475
904	0.1215846317
905	0.1215030379
906	0.12143526
907	0.121265005
908	0.1211892687
909	0.121064228
910	0.1208895543
911	0.1207814345
912	0.1206467856
913	0.1204942805
914	0.1203553701
915	0.1202331959
916	0.1201773266
917	0.1199949965
918	0.1198547527
919	0.1196669966
920	0.1195435568
921	0.1194323503
922	0.1193008369
923	0.1192472892
924	0.1191534065
925	0.1190773771
926	0.1189654046
927	0.1188455377
928	0.1186213749
929	0.1185664475
930	0.1184216703
931	0.1183033576
932	0.1181876763
933	0.1180638415
934	0.1179457972
935	0.1178086326
936	0.1177104086
937	0.1176638943
938	0.1174746964
939	0.1174384168
940	0.1173529827
941	0.1172796641
942	0.1170959054
943	0.1170481498
944	0.1168881975
945	0.1168415335
946	0.1166675707
947	0.1164968378
948	0.1163704538
949	0.1162784774
950	0.1161480541
951	0.116117972
952	0.1160250759
953	0.1159303627
954	0.1158304466
955	0.1157796028
956	0.1156164309
957	0.1154188021
958	0.1152082627
959	0.115061421
960	0.1149124232
961	0.114810116
962	0.1147036636
963	0.1145630804
964	0.1144783019
965	0.114375013
966	0.1143016017
967	0.1142030235
968	0.1140448505
969	0.1139862532
970	0.113819478
971	0.1137317419
972	0.1136742047
973	0.113601223
974	0.113390557
975	0.113300924
976	0.1131294409
977	0.1130237057
978	0.1128691927
979	0.1127157862
980	0.1126339199
981	0.1124776045
982	0.1123712117
983	0.1122905799
984	0.1121383093
985	0.1120204926
986	0.1119167682
987	0.1118152639
988	0.1116682266
989	0.111594244
990	0.1115147964
991	0.1113859523
992	0.1112064739
993	0.1111957805
994	0.1110569781
995	0.1109662608
996	0.1108364921
997	0.1107422897
998	0.1106502098
999	0.1104493944
