iter	Logloss
323	0.2567255082
324	0.2562979574
325	0.2557866395
326	0.2554681573
327	0.2549604934
328	0.2546861668
329	0.2541617841
330	0.25347054
331	0.252835032
332	0.2524319818
333	0.2520782135
334	0.2518463026
335	0.2513515648
336	0.2507483427
337	0.2503164585
338	0.2499529004
339	0.2498045192
340	0.2494826088
341	0.2491408605
342	0.2487581894
343	0.2483403254
344	0.2479504811
345	0.2474214491
346	0.2469318037
347	0.2464427343
348	0.2460702639
349	0.2458718983
350	0.2456966434
351	0.245572093
352	0.2453322419
353	0.2446609243
354	0.2443831274
355	0.2441410036
356	0.2435662893
357	0.2430996335
358	0.2425036948
359	0.2421599024
360	0.2417567541
361	0.2413443725
362	0.240922713
363	0.2405459944
364	0.2401898872
365	0.239694533
366	0.2391447067
367	0.2386684442
368	0.2382656979
369	0.2378614783
370	0.2373493638
371	0.2371027915
372	0.2366464192
373	0.2362150647
374	0.2357824232
375	0.2354405447
376	0.2349940107
377	0.234614296
378	0.2343679316
379	0.2338105082
380	0.2335008623
381	0.2331168988
382	0.2327437774
383	0.2322673855
384	0.2319831405
385	0.2316027391
386	0.2310804257
387	0.2307139469
388	0.2302577349
389	0.2298690095
390	0.2295284157
391	0.2292566697
392	0.2289763671
393	0.2289426686
394	0.2285042506
395	0.2281833752
396	0.2278992455
397	0.2275126559
398	0.2273348803
399	0.2269532467
400	0.2266277293
401	0.2261558054
402	0.2259415267
403	0.225514252
404	0.2250844046
405	0.2246728064
406	0.224297204
407	0.2240627978
408	0.2236640684
409	0.2232942672
410	0.2228705988
411	0.2225082131
412	0.2222998361
413	0.2221706281
414	0.2217463227
415	0.2215141895
416	0.2211859756
417	0.2209196655
418	0.2206681575
419	0.2202070107
420	0.2199603585
421	0.219458117
422	0.2191713484
423	0.2188769975
424	0.21868701
425	0.2183654624
426	0.218049326
427	0.2178379497
428	0.2175433077
429	0.217266614
430	0.2169891936
431	0.2165088506
432	0.2161537751
433	0.2158553625
434	0.2156276644
435	0.2153037247
436	0.2151199562
437	0.2147940678
438	0.2144137175
439	0.2140903542
440	0.2137871624
441	0.2134552711
442	0.2132213731
443	0.2127638124
444	0.2124577133
445	0.2120892021
446	0.2118396929
447	0.2114722308
448	0.2109083819
449	0.2104860667
450	0.2101209176
451	0.2098850128
452	0.2096247131
453	0.2092700827
454	0.2090511329
455	0.2087924488
456	0.2085282867
457	0.2081917219
458	0.2079512095
459	0.2076089096
460	0.2074632881
461	0.2071826224
462	0.2068569012
463	0.2065813647
464	0.206438716
465	0.2063075767
466	0.2060949135
467	0.2058924427
468	0.205642799
469	0.2052153812
470	0.2049948928
471	0.2045801683
472	0.2043842809
473	0.2041901917
474	0.2040118964
475	0.2038759023
476	0.2036946583
477	0.2034319371
478	0.2031967273
479	0.2028973327
480	0.2025524575
481	0.2022488026
482	0.2018951956
483	0.20163559
484	0.2014123172
485	0.2008622446
486	0.2006549907
487	0.2003688379
488	0.2001073299
489	0.1997062093
490	0.1993077666
491	0.1991292832
492	0.1987787527
493	0.1985054378
494	0.1982650075
495	0.1979875424
496	0.1977267411
497	0.1975392761
498	0.1972906104
499	0.1969618088
500	0.1967349102
501	0.1964573673
502	0.1962384187
503	0.1960828588
504	0.1956667366
505	0.1954529623
506	0.1952381651
507	0.1949356713
508	0.1947035302
509	0.1945207181
510	0.1940590897
511	0.193700233
512	0.1933730656
513	0.193301077
514	0.1931172671
515	0.1929447853
516	0.1927620244
517	0.1926185063
518	0.1923720105
519	0.192121106
520	0.1916683599
521	0.1916047088
522	0.1913992388
523	0.191143759
524	0.190882602
525	0.1905675735
526	0.1902520186
527	0.1901087029
528	0.1897866856
529	0.189510627
530	0.1892795171
531	0.1890661667
532	0.1887515906
533	0.1885649986
534	0.1883961379
535	0.1882303384
536	0.1881896452
537	0.1880675796
538	0.1878699623
539	0.1876814777
540	0.1873776117
541	0.1872448783
542	0.1870785346
543	0.1869217941
544	0.1866250799
545	0.1863687797
546	0.1862799464
547	0.1860989758
548	0.1856064365
549	0.1853433485
550	0.1852021269
551	0.1850118605
552	0.1848323631
553	0.1846986955
554	0.1844976438
555	0.1843833086
556	0.1843777348
557	0.184169022
558	0.1839781317
559	0.1836777305
560	0.1834711048
561	0.1830131724
562	0.1828616589
563	0.1826190542
564	0.1824050245
565	0.1821308094
566	0.1817613936
567	0.1816788752
568	0.1814280884
569	0.1811733899
570	0.1808900089
571	0.1807715016
572	0.1804723405
573	0.1802296279
574	0.1799840274
575	0.1798493751
576	0.1797332451
577	0.17942093
578	0.1791213027
579	0.1787964721
580	0.1786482462
581	0.1783981826
582	0.1781336663
583	0.1777812799
584	0.1777329147
585	0.1774773846
586	0.1773626743
587	0.1771374232
588	0.17701
589	0.1767516584
590	0.176620977
591	0.176439024
592	0.1760761866
593	0.1759272233
594	0.175635759
595	0.1754429609
596	0.1751831829
597	0.1749357507
598	0.1747375786
599	0.174278159
600	0.1742317514
601	0.1739877839
602	0.1737287429
603	0.1734946821
604	0.1731869371
605	0.1729110105
606	0.1727171151
607	0.1723073551
608	0.1721890694
609	0.1721306123
610	0.1717657683
611	0.1715019562
612	0.1713556738
613	0.1711326734
614	0.1710432433
615	0.1708583886
616	0.1706696099
617	0.1703493827
618	0.1701777848
619	0.1699882591
620	0.1698182888
621	0.1695028967
622	0.1692420781
623	0.1689810511
624	0.1688458961
625	0.168644592
626	0.1684213138
627	0.16806225
628	0.1679335234
629	0.1677515465
630	0.1675030141
631	0.1672117937
632	0.1669799656
633	0.166891566
634	0.166649299
635	0.1664472712
636	0.166173562
637	0.1659368969
638	0.1657640217
639	0.165564205
640	0.1653587774
641	0.1650621746
642	0.1648176145
643	0.1645968835
644	0.1644327443
645	0.1642051731
646	0.1641863048
647	0.1639649082
648	0.1637696111
649	0.1635973025
650	0.1634788949
651	0.163312081
652	0.163072855
653	0.1626508765
654	0.1624093282
655	0.1622374336
656	0.1620299981
657	0.1618853839
658	0.1618274327
659	0.161559148
660	0.1614264511
661	0.1611583322
662	0.1608528453
663	0.1607402504
664	0.1605119757
665	0.1601575709
666	0.1600532978
667	0.1599858517
668	0.1598435502
669	0.1598187889
670	0.1596054356
671	0.1592657571
672	0.159113981
673	0.1589505177
674	0.1587085167
675	0.158493122
676	0.1582673332
677	0.1579715127
678	0.1577083722
679	0.1575663496
680	0.1573540216
681	0.1571280153
682	0.1568348856
683	0.1567177268
684	0.1566113204
685	0.1563315983
686	0.1562546465
687	0.1560895376
688	0.1559776617
689	0.155798985
690	0.1556047965
691	0.1553968445
692	0.1551581252
693	0.1550816827
694	0.1549163505
695	0.1546797898
696	0.154487485
697	0.1542996286
698	0.1541960574
699	0.1540546215
700	0.1537467224
701	0.1535161591
702	0.1533530852
703	0.1530138153
704	0.1527999322
705	0.1526380139
706	0.15248631
707	0.152304774
708	0.1521491086
709	0.1520377863
710	0.1519899991
711	0.1518876341
712	0.1517445994
713	0.1517039688
714	0.1514874305
715	0.1513498502
716	0.1512030947
717	0.1509146146
718	0.1508178479
719	0.1505962672
720	0.1504530175
721	0.1503211225
722	0.1502004965
723	0.1499732491
724	0.1497217008
725	0.1495024641
726	0.1493530924
727	0.1491323291
728	0.1489268608
729	0.1487991327
730	0.1485672453
731	0.1482693642
732	0.1480827792
733	0.1480745979
734	0.1478498605
735	0.1476535474
736	0.1473548575
737	0.1471383158
738	0.1469500796
739	0.1466990825
740	0.1465539605
741	0.1464769284
742	0.146269553
743	0.1460542782
744	0.1458318231
745	0.1454880563
746	0.1453706445
747	0.1451194353
748	0.1449625706
749	0.1448649863
750	0.1446132093
751	0.1444589205
752	0.1442227748
753	0.1439711713
754	0.143689561
755	0.1434884456
756	0.1433360054
757	0.143177399
758	0.1429751171
759	0.1428245725
760	0.1427292341
761	0.1425691109
762	0.1423770539
763	0.1421786162
764	0.1419311727
765	0.1418980404
766	0.1418284404
767	0.1416228024
768	0.1414426664
769	0.1412719321
770	0.1411159881
771	0.1409894307
772	0.1408744139
773	0.1406317501
774	0.1404692713
775	0.1403694975
776	0.1402049739
777	0.1401067987
778	0.1399508769
779	0.1397981742
780	0.1397670754
781	0.139696432
782	0.1395562848
783	0.1392657363
784	0.1390726359
785	0.1389362512
786	0.1388184936
787	0.138597418
788	0.1383652776
789	0.1382177566
790	0.1380165372
791	0.1376626275
792	0.1374162741
793	0.1372020274
794	0.1371047132
795	0.1368821608
796	0.136791076
797	0.1365839893
798	0.1363585926
799	0.1363241751
800	0.1360948943
801	0.1360242278
802	0.1358961266
803	0.1357845758
804	0.1355941911
805	0.1355772383
806	0.135289602
807	0.1351481543
808	0.1350526228
809	0.1349714275
810	0.1348153624
811	0.1347036884
812	0.1345743828
813	0.1343364139
814	0.1340917472
815	0.1339563112
816	0.1337954131
817	0.1335992473
818	0.1333855967
819	0.1332345019
820	0.1330764717
821	0.1330703443
822	0.1329644598
823	0.1327097559
824	0.1325380664
825	0.1324252146
826	0.1323423937
827	0.1323039877
828	0.1320867228
829	0.1320208149
830	0.131875544
831	0.1317473778
832	0.1315523844
833	0.131340452
834	0.1311205133
835	0.1309619881
836	0.1308736161
837	0.1305856784
838	0.1305703634
839	0.1304148519
840	0.1303378004
841	0.1301706763
842	0.1300056991
843	0.129948683
844	0.1297870377
845	0.1297588462
846	0.1296413368
847	0.1295691527
848	0.1293687397
849	0.1292109154
850	0.1290281233
851	0.1288962177
852	0.1287593265
853	0.1286869261
854	0.1286308155
855	0.1284681603
856	0.1283537844
857	0.1280481397
858	0.1278962094
859	0.1277621443
860	0.1275200455
861	0.1274274932
862	0.1273293293
863	0.1272307009
864	0.1271361851
865	0.1269482552
866	0.1267402074
867	0.126524172
868	0.1263212507
869	0.126123118
870	0.1258462825
871	0.1258128409
872	0.1256829466
873	0.1255834305
874	0.125529604
875	0.1254332504
876	0.1254004275
877	0.1252989877
878	0.1250603908
879	0.1248591232
880	0.1247297141
881	0.1244994269
882	0.1242627832
883	0.1240875997
884	0.1239906983
885	0.1238624325
886	0.1236933726
887	0.1235459324
888	0.1234235764
889	0.1232937308
890	0.1231276659
891	0.1228700728
892	0.122671914
893	0.1225571125
894	0.1224383214
895	0.122289833
896	0.1221773363
897	0.1221372933
898	0.1220580586
899	0.1219056544
900	0.1216575434
901	0.1215360958
902	0.1213207358
903	0.1212423951
904	0.1212059018
905	0.1209883168
906	0.1208575816
907	0.1206812652
908	0.1205955773
909	0.1203822262
910	0.1202652055
911	0.120099844
912	0.1200346011
913	0.1199281206
914	0.1198391244
915	0.1196724881
916	0.1194446481
917	0.1192840377
918	0.1191690047
919	0.119093959
920	0.1188182713
921	0.1186925109
922	0.1185777409
923	0.1184462136
924	0.1182305734
925	0.1181241254
926	0.1179225489
927	0.1177742703
928	0.117683884
929	0.1175220141
930	0.1174294673
931	0.1172048331
932	0.1169880446
933	0.1169099488
934	0.1167850972
935	0.1166036809
936	0.1164800983
937	0.1162424777
938	0.1161839814
939	0.1160109767
940	0.1159500041
941	0.1158783372
942	0.1157555482
943	0.1156822433
944	0.1155995766
945	0.1155237201
946	0.1154410351
947	0.11534312
948	0.1152121326
949	0.1151245271
950	0.1150667057
951	0.1149112602
952	0.114773901
953	0.1146051967
954	0.1144519089
955	0.1143197171
956	0.1141466602
957	0.1140804015
958	0.113979942
959	0.1138580639
960	0.1137350576
961	0.1135877327
962	0.1134190737
963	0.1132561101
964	0.1131120093
965	0.1129550087
966	0.1128554546
967	0.1126686098
968	0.1126281954
969	0.1124901501
970	0.1123492289
971	0.1122183568
972	0.1121114635
973	0.1119453488
974	0.1118299439
975	0.1116924729
976	0.1115684199
977	0.1115169348
978	0.1113753797
979	0.1112757059
980	0.1112230341
981	0.1110336751
982	0.1108733022
983	0.1107391725
984	0.1106288891
985	0.1105777735
986	0.1104724269
987	0.1104421305
988	0.1103610096
989	0.1103378012
990	0.1102585019
991	0.1100942704
992	0.1099203244
993	0.1098709574
994	0.1098094972
995	0.1097586815
996	0.109662552
997	0.109558904
998	0.1094623627
999	0.1093215701
